apparition	ghost	phantom
diddy	puff_daddy	puffy
augustus	caesar_augustus	gaius_octavius
earth	globe	planet_earth
frontman	lead_vocalist	lead_vocals
gallons	gallon	us_gal
host	presenter	tv_host
mental_illness	psychiatric_disorders	psychiatric_illness
distilled_beverage	liquor	spirits
cephas	peter	petrus
cheikh	shaikh	shaykh
dairy_cattle	dairy_cow
fdic	federal_deposit_insurance_corporation
technology	tech
central_intelligence_agency	cia
leap_years	leap_year
block_island	new_shoreham
venetian_language	venetian
jedi_master	jedi
freeman	martin_freeman
electropop	synthpop
buzkashi	kokpar
milla_jovovich	milla
ralph_vaughan_williams	vaughan_williams
bomber_aircraft	bomber
baudelaire	charles_baudelaire
nantucket_island	nantucket
pixels	pixel
gustav_klimt	klimt
paradigms	paradigm
b_vitamins	vitamin_b
andromeda_galaxy	m31
cinematographer	dp
ethics	moral_philosophy
empress_wu	wu_zetian
grade_12	twelfth_grade
gray	grey
winter_games	winter_olympic_games
mission_santa_barbara	santa_barbara_mission
royal_ballet	the_royal_ballet
odf	opendocument
frisians	frisian
bastet	bast
giovanni_pierluigi_da_palestrina	palestrina
george_frideric_handel	handel
cheryl_cole	cheryl
ira	irish_republican_army
finnish_language	finnish
stalingrad	volgograd
american_culture	american_values
sinclair_research	sinclair
anaesthesia	anesthesia
david_lander	squiggy
nba_championship	nba_finals
richard_wagner	wagner
weatherman	weathermen
kannada_language	kannada
gigabytes	gigabyte
hikaru_sulu	sulu
drava_river	drava
corticosteroids	corticosteroid
sml	standard_ml
national_symbols	national_symbol
carrack	nau
provisional_ira	provisional_irish_republican_army
equatorial_climate	tropical_rainforest_climate
ben_franklin	benjamin_franklin
united_states_supreme_court	us_supreme_court
great_famine	irish_potato_famine
san_francisco_state_university	sfsu
asimov	isaac_asimov
cad	computer_aided_design
mi6	secret_intelligence_service
sandinista_national_liberation_front	sandinistas
congo-brazzaville	congo
west_nile_virus	wnv
house_un-american_activities_committee	huac
diagnosis	medical_diagnosis
mahayana_buddhism	mahayana
shirelles	the_shirelles
gregorian_calendar	western_calendar
white_deer_township	white_deer
tendinitis	tendonitis
herefordshire	hereford
windows	window
dissertation	thesis
hardwick_township	hardwick
carpal_tunnel_syndrome	carpal_tunnel
reduced_instruction_set_computing	risc
blues_brothers	the_blues_brothers
nebulae	nebula
palestine_liberation_organization	plo
languages	linguistics
undp	united_nations_development_programme
cicero	marcus_tullius_cicero
corporate_social_responsibility	csr
mohammad_reza_pahlavi	shah_mohammad_reza_pahlavi
intelligence_quotient	iq_test
pinnipedia	pinniped
elopement	elope
lax	los_angeles_international_airport
lower_class	working_class
san_diego_state_university	sdsu
ccny	city_college
sonic_drive-in	sonic
ian_mckellen	sir_ian_mckellen
amoebas	amoeba
basel	basle
fenrir	fenris
bumiputera	bumiputra
david_crockett	davy_crockett
cox_cable	cox_communications
national_liberation_front	viet_cong
helen_hayes_theatre	little_theatre
hot_dogs	hot_dog
loge	loki
cartagena_de_indias	cartagena
miguel_de_unamuno	unamuno
lao_tzu	laozi
fishing_boat	fishing_vessel
tarot_cards	tarot
puerto_ricans	puerto_rican
cassel	kassel
microsoft_word	word
magazine	periodical
andrew_jackson	old_hickory
cable_channel	cable_network
sdtv	standard-definition_television
italianate_architecture	italianate
airtel	bharti_airtel
applied_arts	applied_art
wu-tang_clan	wu-tang
upper_palaeolithic	upper_paleolithic
the_times	times
shemp_howard	shemp
malate	malic_acid
boston_symphony_orchestra	bso
sailor_venus	sailor_v
nassau_coliseum	nassau_veterans_memorial_coliseum
cvs_pharmacy	cvs
bundesbank	deutsche_bundesbank
tasmanian_tiger	thylacine
congestive_heart_failure	heart_failure
arcade_game	arcade
gentoo_linux	gentoo
native_mode	native
stammering	stuttering
saturday_night_live	snl
shia_islam	shiite
farsightedness	hyperopia
germanic_peoples	germanic_tribes
currency_market	foreign_exchange_market
simpsons	the_simpsons
rhodes_scholarship	rhodes_scholar
fisheries	fishery
perfect_aspect	perfect
ground_station	satellite_earth_station
news_conference	press_conference
joe_jackson	shoeless_joe_jackson
rotary_club	rotary_international
fantagraphics_books	fantagraphics
cherry_blossom	sakura
ai	artificial_intelligence
sabines	sabine
romani_language	romany
ea	electronic_arts
egg_harbor_township	egg_harbor
jeet_kune_do	jkd
liberty_records	liberty
southwest_airlines	southwest
continental_ag	continental
asian_cuisine	asian
waiter	waitress
hollywood_cemetery	hollywood_forever_cemetery
metamorphosis	the_metamorphosis
the_tubes	tubes
chartism	chartist
t_cell	t_lymphocytes
rnzaf	royal_new_zealand_air_force
christian_mission	mission
b2b	business-to-business
complex_systems	complex_system
hunan_province	hunan
malacca	melaka
blackjack	twenty-one
donatism	donatist
henan	honan
shiraz	syrah
sat	scholastic_aptitude_test
lumber	timber
bicarbonate	hydrogen_carbonate
christianity	christian
air_force_global_strike_command	global_strike_command
documentary_film	documentary
column	newspaper_column
hades	pluto
punk_rock	punk
new_orleans	nola
qpr	queens_park_rangers
city	manchester_city
willistown_township	willistown
brooklyn_navy_yard	new_york_navy_yard
bios	system_bios
cmv	cytomegalovirus
ethiopian_orthodox_church	ethiopian_orthodox_tewahedo_church
pol_pot	saloth_sar
andes_mountains	andes
trades_union_congress	tuc
marches	march
international_units	iu
baron_harkonnen	vladimir_harkonnen
new_world_communications	new_world_pictures
tau	tel_aviv_university
streamline_moderne	streamline
interstate_405	san_diego_freeway
insulae	insula
gravitational_radiation	gravitational_wave
latvian_language	latvian
air_force_academy	united_states_air_force_academy
ethnic_diversity	multiculturalism
optimization	program_optimization
stardust	timeless
electoral_system	voting_system
defence_forces	irish_defence_forces
christopher_columbus	columbus
stoner_metal	stoner_rock
conocophillips	conoco
xinjiang_uyghur_autonomous_region	xinjiang
playhouse_theatre	the_playhouse
mi5	security_service
diarrhea	diarrhoea
louisiana_state_university	lsu
frederick_william	friedrich_wilhelm
fuji_television	fuji_tv
boris_pasternak	pasternak
brian_eno	eno
sheriffs	sheriff
banking	bank
trident_missile	trident
the_troggs	troggs
goldman_sachs	goldman
protestantism	protestant
henrik_ibsen	ibsen
anton_chekhov	chekhov
guadiana_river	guadiana
gottfried_wilhelm_leibniz	leibniz
hawaiian_language	hawaiian
kidney_failure	renal_failure
leoncavallo	ruggero_leoncavallo
feathers	feather
david	king_david
dust_brothers	the_dust_brothers
arabian_peninsula	arabia
saxo_grammaticus	saxo
heidelberg_university	heidelberg
import_substitution_industrialization	import_substitution
virtual_private_network	vpn
s._aureus	staphylococcus_aureus
john_philip_sousa	sousa
jeff_beck_group	the_jeff_beck_group
synthesizer	synth
cymbals	cymbal
john_chapman	johnny_appleseed
victorian_architecture	victorian
brittleness	brittle
madhvacharya	madhva
atmospheric_entry	atmospheric_reentry
chiptunes	chiptune
litmus_test	litmus
gratuity	tipping
forbes_magazine	forbes
don_bradman	sir_donald_bradman
socialism	socialist
drifters	the_drifters
api	application_programming_interface
reich	steve_reich
krzysztof_penderecki	penderecki
ultima_online	uo
jiangsu_province	jiangsu
forum_romanum	roman_forum
chase_manhattan_bank	chase
television	tv
auguste_rodin	rodin
florida_state_university	fsu
caledfwlch	excalibur
boston_bruins	bruins
icao	international_civil_aviation_organization
danzig	glenn_danzig
earthquake	tremor
assyrian_people	assyrians
xinhua_news_agency	xinhua
windows_xp	xp
alexander_borodin	borodin
fantasy_records	fantasy
maid_marian	marian
marginal_tax_rate	tax_rate
angina_pectoris	angina
terabytes	terabyte
news_corporation	news_corp
woodwind_instrument	woodwind
jean_sibelius	sibelius
vijayanagar_empire	vijayanagara_empire
family_history	genealogy
chronic_obstructive_pulmonary_disease	copd
boulez	pierre_boulez
adobe_systems	adobe
giacomo_meyerbeer	meyerbeer
the_government_inspector	the_inspector_general
central_processing_unit	cpu
van_der_graaf_generator	van_der_graaf
cdc	control_data_corporation
luciano_pavarotti	pavarotti
male	men
amc_theatres	amc
jean-philippe_rameau	rameau
harvey_dent	two-face
ecb	european_central_bank
remittances	remittance
fujian_province	fujian
antonin_artaud	artaud
data_storage_device	recording_medium
bladder	urinary_bladder
erik	the_phantom
beltway	ring_road
latin_alphabet	roman_alphabet
episcopacy	episcopal_polity
mon_language	mon
haydn	joseph_haydn
emesa	homs
cubism	cubist
kazakhs	kazakh
melkor	morgoth
redness	red
diabetes_mellitus	diabetes
audubon_society	national_audubon_society
birth_control	contraception
labour_party	pvda
trento	trent
hindu_temple	mandir
fender_stratocaster	strat
world_science_fiction_convention	worldcon
supremes	the_supremes
symphonic_poem	tone_poem
fred_rogers	mister_rogers
leukocytes	white_blood_cell
john_soane	sir_john_soane
glycosides	glycoside
brendan	saint_brendan
standard_oil_company	standard_oil
the_vampire_diaries	vampire_diaries
fritillaria	fritillary
livejournal	lj
franz_schubert	schubert
ichiro_suzuki	ichiro
county_offaly	offaly
zebulon	zebulun
cornish_language	cornish
captain_james_cook	james_cook
united_press_international	upi
chimpanzee	chimp
taipei_city	taipei
indianapolis_500	indy_500
bresson	robert_bresson
akmolinsk	astana
anxiolytics	anxiolytic
organic_acids	organic_acid
scorpio	scorpius
cohen	kohen
zulu_kingdom	zululand
victoria	vic
modern_library	the_modern_library
azerbaijanis	azeri
virginia_military_institute	vmi
double_j	triple_j
durum_wheat	durum
iggy_pop	iggy
boat_ramp	slipway
homemaker	homemaking
lf	low_frequency
doobie_brothers	the_doobie_brothers
oresteia	the_oresteia
unemployment_benefits	unemployment_benefit
british_peerage	peerage
aleksandr_solzhenitsyn	solzhenitsyn
instrumentalist	musician
andrews_sisters	the_andrews_sisters
delusions	delusion
feed	web_feed
ukrainian_language	ukrainian
world_trade_organization	wto
scottish_premier_league	spl
mebibyte	mib
asio	australian_security_intelligence_organisation
chewa	nyanja
dentistry	dentist
commissioner_gordon	james_gordon
emperor_meiji	meiji_emperor
carl_friedrich_gauss	gauss
badfinger	the_iveys
belmondo	jean-paul_belmondo
childeric_i	childeric
bene_tleilax	tleilaxu
rift_valley_province	rift_valley
independent_film	indie_film
brutus	marcus_junius_brutus
hip_fractures	hip_fracture
epic_records	epic
certified_public_accountant	cpa
dramatist	playwright
anti-war_movement	anti-war
khalistan_movement	khalistan
bruise	contusion
mule	the_mule
daily_news	new_york_daily_news
kkr	kohlberg_kravis_roberts
national_renewable_energy_laboratory	nrel
multi-core_processor	multi-core
jet_propulsion_laboratory	jpl
padova	padua
new_jersey_turnpike_authority	new_jersey_turnpike
judah_ha-levi	yehuda_halevi
lions_gate_entertainment	lionsgate
lyric_hammersmith	lyric_theatre
open_vld	vld
craze	fad
sar	synthetic_aperture_radar
james_davis	jim_davis
maternal_death	maternal_mortality
high_blood_sugar	hyperglycemia
christmas_music	christmas_song
community_center	community_centre
bangles	the_bangles
earl	jarl
abstract_expressionism	abstract_expressionist
phibunsongkhram	phibun
college_board	the_college_board
communications_protocol	protocol
federal_express	fedex
x-ray_crystallography	x-ray_diffraction
transport_hub	transportation_hub
sprint_cup_series	winston_cup
word_processing	word_processor
champ_car_world_series	champ_car
mentoring	mentorship
chief_information_officer	cio
gabrieli	giovanni_gabrieli
nam	non-aligned_movement
ufo	unidentified_flying_object
astrodome	houston_astrodome
michael_nyman	nyman
afc_championship_game	afc_championship
cilantro	coriander
grateful_dead	the_grateful_dead
lisboa	lisbon
aerial_refueling	aerial_refuelling
belgique	belgium
libertarianism	libertarian
police	the_police
swami_vivekananda	vivekananda
elizabeth	saint_elizabeth
biological_sciences	biology
surveying	surveyor
asteraceae	compositae
pulp	wood_pulp
cantonese_cuisine	cantonese
delfonics	the_delfonics
dub_music	dub
ccr	creedence_clearwater_revival
volkswagen_ag	volkswagen_group
devil	the_devil
livy	titus_livius
diabase	dolerite
melanesian	melanesia
negev_desert	negev
business_law	commercial_law
mushroom	toadstool
decoration_day	memorial_day
fantastic_four	the_fantastic_four
organisation	organization
west_paterson	woodland_park
code_sharing	codeshare_agreement
ayatollah_khomeini	ruhollah_khomeini
mission_district	the_mission
tatra_mountains	tatras
pablo_picasso	picasso
